count,full_price,area,pv,overprice,pv+overprice,number,project_name,preset
96,6943444,48.07,1395632.24,1011606.0,2407238.24,359,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3add64e491.png
97,6956444,48.16,1398245.24,1013500.0,2411745.24,368,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ade352e28.png
98,6943444,48.07,1395632.24,1011606.0,2407238.24,369,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3add64e491.png
99,6956444,48.16,1398245.24,1013500.0,2411745.24,378,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ade352e28.png
100,7050267,48.07,1417103.67,1118429.0,2535532.67,379,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3add64e491.png
101,7051733,48.08,1417398.33,1118661.0,2536059.33,388,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aedf2c4c6.png
102,7050267,48.07,1417103.67,1118429.0,2535532.67,389,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3add64e491.png
103,6985867,46.23,1404159.27,1281085.0,2685244.27,396,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeda86050.png
104,7051733,48.08,1417398.33,1118661.0,2536059.33,398,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aedf2c4c6.png
105,6652800,47.52,1337212.8,788832.0,2126044.8,399,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3acd963c75.png
106,6529711,48.17,1312471.91,585533.0,1898004.91,402,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3acdd75f3c.png
107,6788622,50.08,1364513.02,608750.0,1973263.02,404,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ace01d58f.png
108,6674489,46.93,1341572.29,883327.0,2224899.29,405,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad43d247b.png
109,8345833,60.09,1677512.43,930727.0,2608239.43,406,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad4567a9f.png
110,7270044,51.52,1461278.84,912476.0,2373754.84,407,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad469b716.png
111,6656944,47.93,1338045.74,742382.0,2080427.74,408,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad47bbbeb.png
112,6865278,49.43,1379920.88,765616.0,2145536.88,410,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3adc12d324.png
113,6674489,46.93,1341572.29,883327.0,2224899.29,411,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad43d247b.png
114,8345833,60.09,1677512.43,930727.0,2608239.43,412,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad4567a9f.png
115,7270044,51.52,1461278.84,912476.0,2373754.84,413,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad469b716.png
116,6656944,47.93,1338045.74,742382.0,2080427.74,414,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad47bbbeb.png
117,6865278,49.43,1379920.88,765616.0,2145536.88,416,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3adc12d324.png
118,7270044,51.52,1461278.84,912476.0,2373754.84,419,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad469b716.png
119,6656944,47.93,1338045.74,742382.0,2080427.74,420,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad47bbbeb.png
120,6778778,46.93,1362534.38,987616.0,2350150.38,423,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad43d247b.png
121,6763456,47.93,1359454.66,848894.0,2208348.66,426,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad47bbbeb.png
122,6975122,49.43,1401999.52,875460.0,2277459.52,428,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3adc12d324.png
123,6830922,46.93,1373015.32,1039760.0,2412775.32,429,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad43d247b.png
124,8412600,60.09,1690932.6,997494.0,2688426.6,430,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ad4567a9f.png
125,8556667,51.34,1719890.07,2221311.0,3941201.07,431,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3adf5d1563.png
126,6752167,47.85,1357185.57,847477.0,2204662.57,432,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3adf74023a.png
127,8225000,49.35,1653225.0,2135210.0,3788435.0,434,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ae35b6a07.png
128,6819278,46.85,1370674.88,1037988.0,2408662.88,435,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeb7c47d7.png
129,8519111,59.9,1712341.31,1127451.0,2839792.31,436,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeb92dc0a.png
130,8521667,51.13,1712855.07,2212225.0,3925080.07,437,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeba835fb.png
131,6752167,47.85,1357185.57,847477.0,2204662.57,438,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3adf74023a.png
132,6963833,49.35,1399730.43,874043.0,2273773.43,440,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ae35b6a07.png
133,6819278,46.85,1370674.88,1037988.0,2408662.88,441,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeb7c47d7.png
134,8519111,59.9,1712341.31,1127451.0,2839792.31,442,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeb92dc0a.png
135,8521667,51.13,1712855.07,2212225.0,3925080.07,443,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeba835fb.png
136,6858500,47.85,1378558.5,953810.0,2332368.5,444,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3adf74023a.png
137,7073500,49.35,1421773.5,983710.0,2405483.5,446,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ae35b6a07.png
138,6819278,46.85,1370674.88,1037988.0,2408662.88,447,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeb7c47d7.png
139,8585667,59.9,1725719.07,1194007.0,2919726.07,448,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeb92dc0a.png
140,8521667,51.13,1712855.07,2212225.0,3925080.07,449,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeba835fb.png
141,6858500,47.85,1378558.5,953810.0,2332368.5,450,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3adf74023a.png
142,7073500,49.35,1421773.5,983710.0,2405483.5,452,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ae35b6a07.png
143,8521667,51.13,1712855.07,2212225.0,3925080.07,455,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeba835fb.png
144,7073500,49.35,1421773.5,983710.0,2405483.5,458,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3ae35b6a07.png
145,7339833,46.85,1475306.43,1558543.0,3033849.43,459,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeb7c47d7.png
146,9051556,59.9,1819362.76,1659896.0,3479258.76,460,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeb92dc0a.png
147,8521667,51.13,1712855.07,2212225.0,3925080.07,461,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3aeba835fb.png
148,6900111,47.77,1386922.31,1005293.0,2392215.31,462,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3af1503a96.png
149,6900111,47.77,1386922.31,1005293.0,2392215.31,468,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3af1503a96.png
150,7115333,49.26,1430181.93,1036649.0,2466830.93,470,Мегаполис,https://pb9457.profitbase.ru/uploads/preset/9457/65b3af18a6603.png
151,6222147,46.18,1250651.55,523535.0,1774186.55,5,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9677d56b3.png
152,6222147,46.18,1250651.55,523535.0,1774186.55,8,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9677d56b3.png
153,6222147,46.18,1250651.55,523535.0,1774186.55,11,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9677d56b3.png
154,6222147,46.18,1250651.55,523535.0,1774186.55,14,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9677d56b3.png
155,6319368,46.18,1270192.97,620756.0,1890948.97,17,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9677d56b3.png
156,6319368,46.18,1270192.97,620756.0,1890948.97,20,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9677d56b3.png
157,6319368,46.18,1270192.97,620756.0,1890948.97,23,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9677d56b3.png
158,8805284,70.89,1769862.08,57458.0,1827320.08,1,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e996670160.png
159,7060526,53.66,1419165.73,438882.0,1858047.73,11,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9dbfd6504.png
160,8732211,69.13,1755174.41,201569.0,1956743.41,13,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9dbce9828.png
161,7060526,53.66,1419165.73,438882.0,1858047.73,17,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9dbfd6504.png
162,8732211,69.13,1755174.41,201569.0,1956743.41,19,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9dbce9828.png
163,8732211,69.13,1755174.41,201569.0,1956743.41,25,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9dbce9828.png
164,8804979,69.13,1769800.78,274337.0,2044137.78,31,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9dbce9828.png
165,7117011,53.66,1430519.21,495367.0,1925886.21,35,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9dbfd6504.png
166,8804979,69.13,1769800.78,274337.0,2044137.78,37,Форт,https://pb9457.profitbase.ru/uploads/preset/9457/658e9dbce9828.png
